LongName,Wage_euro,OVA
Yusuf Sarı,9000,68
Antonio Sánchez Navarro,4000,68
Mame Diouf,7000,68
Steven Alzate,15000,68
Young Kwang Kim,1000,68
Erkan Kaş,6000,68
Gabriel Ávalos,7000,68
Kyle Edwards,24000,68
Caleb Zady Sery,3000,68
Craig MacGillivray,4000,68
Carlens Arcus,3000,68
Leandro Maciel,4000,68
Tom Edwards,8000,68
Felix Passlack,16000,68
Jens Cools,5000,68
Aaron Appindangoye,7000,68
Mike te Wierik,11000,68
Liam Palmer,8000,68
Rodrigo Millar,4000,68
Aristidis Soiledis,7000,68
Ramazan Köse,5000,68
Masatoshi Mihara,5000,68
Dejan Joveljić,9000,68
Bart van Hintum,4000,68
Steven Ugarković,2000,68
Hayato Araki,4000,68
Dino Štiglec,4000,68
David Ball,2000,68
Elliott Bennett,15000,68
Efe Ambrose,3000,68
Murilo Cerqueira Paim,14000,68
Vladimir Rodić,3000,68
Zakaria Aboukhlal,4000,68
Leandro Bacuna,11000,68
Brahim Darri,7000,68
Ignacio Jeraldino,6000,68
Maximiliano Gagliardo,2000,68
Luke Brattan,4000,68
Nouha Dicko,7000,68
Steffen Hagen,2000,68
Caio Henrique Oliveira Silva,14000,68
Antonio C. Glauder García,3000,68
Pierrick Valdivia,4000,68
Ko Itakura,29000,68
David Davis,8000,68
Sadık Çiftpınar,20000,68
Lisandro Pedro Varela Semedo,5000,68
Benjamin Jeannot,4000,68
Marcelo Silva,3000,68
David Douline,2000,68
Fedor Černych,5000,68
Déinner Quiñónes,2000,68
Jong Woo Kim,2000,68
Matheus de Barros da Silva,5000,68
Robbie D'Haese,5000,68
Adama Niane,3000,68
Erik Janža,3000,68
Luka Krajnc,9000,68
Luca Itter,6000,68
Felipe Carvalho,2000,68
Mads Døhr Thychosen,5000,68
Cristi Bărbuț,5000,68
Otar Kakabadze,4000,68
Willyan da Silva Rocha,3000,68
Filip Bednarek,3000,68
Carlos Lizarazo,2000,68
Cedric Amissi,10000,68
Kastriot Dermaku,13000,68
Miguel Pinto,2000,68
Sofiane Bendebka,12000,68
Alpaslan Öztürk,9000,68
Chris Willock,4000,68
Hiroki Abe,36000,68
Álvaro López Ratón,3000,68
Ulrich Taffertshofer,6000,68
Jérôme Hergault,11000,68
Enric Franquesa Dolz,9000,68
Diego Caballo Alonso,4000,68
Ilson Pereira Junior,4000,68
Lewis O'Brien,8000,68
Dom Dwyer,4000,68
Sebastian Mladen,5000,68
Dan Peter Ulvestad,2000,68
Samuel Şahin-Radlinger,4000,68
Cristóbal Jorquera,6000,68
Michael Rose,11000,67
Cameron McGeehan,4000,67
Lucas da Silva Izidoro,3000,67
Joe Morrell,12000,67
David Otto,9000,67
Ismael López Blanco,2000,67
Dino Islamović,3000,67
Yann Gboho,8000,67
Emerson Hyndman,3000,67
Tatsuki Nara,3000,67
Yasuhiro Hiraoka,2000,67
Mateusz Matras,2000,67
Konstantin Engel,5000,67
Jan Hendrik Marx,2000,67
Lucas Ahijado Quintana,4000,67
Bernardo Brites Martins,3000,67
Ibrahima Sory Sankhon,4000,67
Corey Baird,3000,67
Manuel Guanini,4000,67
Janus Drachmann,5000,67
Jorgino Kaio Baumer Negrão,4000,67
Manuel Cabit,6000,67
Pelle Clement,3000,67
Federico Andrada,5000,67
Juan Tomás Ortuño Martínez,4000,67
Danny Hoesen,4000,67
Abdulrahman Al Obaid,11000,67
Guillermo Cotugno,3000,67
René Klingenburg,2000,67
Glen Rea,5000,67
Jeff Larentowicz,2000,67
Strahil Popov,5000,67
Beni Badibanga,4000,67
Manuel García Humanes,3000,67
Gorka Guruzeta Rodríguez,3000,67
Dimitar Velkovski,4000,67
Omar Hawsawi,11000,67
Marcus Browne,6000,67
Eddie Salcedo,11000,67
Steve Seddon,5000,67
Kaj Sierhuis,8000,67
Vitus Eicher,7000,67
Mike Cestor,5000,67
Filipe Vicente Traeira Lopes,4000,67
Aaron Opoku,4000,67
Daniel Lovitz,3000,67
Myong Jin Koh,3000,67
Frédéric Frans,4000,67
Salvador Ferrer Canals,6000,67
Neal Eardley,4000,67
Amaury Escoto,4000,67
Jean Patric Lima dos Reis,2000,67
David Ousted,1000,67
Martin Cranie,5000,67
Álvaro Peña Herrero,3000,67
Julian Ryerson,8000,67
Aliou Cissé,7000,67
Andrew Shinnie,5000,67
Donny Toia,3000,67
Ismael Casas Casado,2000,67
Nazario Kaio Rios Baumer,8000,67
Baptiste Valette,2000,67
David Henen,2000,67
Antonino La Gumina,6000,67
Joshua Emmanuel,3000,67
Rikuto Hirose,3000,67
Michael Chacón,3000,67
Sebastian Kerk,5000,67
Brandon Barker,14000,67
Ben Hamer,7000,67
Cristian Rivero Sabater,7000,67
Joe Garner,3000,67
Gonzalo Piovi,6000,67
David Dias Resende Bruno,4000,67
Daniel Graovac,4000,67
Karol Fila,3000,67
David Cabrera,5000,67
Felipe Melvin Azevedo Lima,4000,67
Corry Evans,14000,67
Adi Mehremić,2000,67
Claudio Igor Mouria Silva,9000,67
Mateus Bernardo Tangil Melo,4000,67
Łukasz Trałka,1000,67
Rominigue Kouamé,10000,67
Max Grün,9000,67
Rodrigo Arciero,5000,67
Duje Čop,6000,67
Luke Berry,5000,67
Kévin Rocheteau,2000,67
Lucas Hägg Johansson,1000,67
Laurens De Bock,25000,67
Nzuzi Toko,6000,67
Daniel Batty,3000,67
Mohamed Réda Halaïmia,4000,67
Andrei Sin,3000,67
Erich Berko,8000,67
Hang Ren,5000,67
Marc Lorenz,5000,67
Nicholas Opoku,5000,67
Mathis Bolly,3000,67
Cédric Hountondji,2000,67
Claudiu Belu-Iordache,4000,67
Sebastian Mielitz,1000,67
Jamie Leweling,3000,67
Ernest Seka,2000,67
Honglue Zhao,5000,67
Gastón Gil Romero,4000,67
Sho Ito,4000,67
Cristian Díaz,4000,67
Erdal Rakip,3000,67
Aldin Turkeš,6000,67
Kamil Grabara,11000,67
Dany Rosero,1000,67
Ferdy Druijf,4000,67
Benedikt Gimber,4000,67
Kerem Aktürkoğlu,14000,67
Reza Ghoochannejhad,4000,67
Per Egil Flo,6000,67
Louis Verstraete,5000,67
Sheyi Ojo,23000,67
Khalid Al Ghamdi,10000,67
Nicolao Dumitru,4000,67
Matthieu Dreyer,7000,67
Paul Jaeckel,3000,67
Sam Nicholson,4000,67
Max Bird,5000,67
Juan Carlos Pereira,2000,67
Ignacio González,6000,67
Saïd Bakari,2000,67
Gerard Badía Cortés,3000,67
Kamil Pestka,2000,67
Ke Sun,6000,67
Mitchell te Vrede,11000,67
Yoshiaki Komai,3000,67
Virgil Ghiță,3000,67
Alexandru Vlad,3000,67
Louis Samson,3000,67
Valentin Cojocaru,2000,67
Jin Ya Kim,3000,67
Daizen Maeda,4000,67
Abdelali M'hamdi,4000,67
Luke Amos,3000,67
Harrinson Mancilla,6000,67
Sebastián Gómez,2000,67
Daniel Iversen,14000,67
Gwang Hyeok Lee,3000,67
Alex Grant,3000,67
Tomoaki Makino,4000,67
Francisco Jesús Crespo García,3000,67
Maximilian Dittgen,6000,67
Gökhan Karadeniz,5000,67
Gonzalo Marinelli,4000,67
Steve Breitkreuz,4000,67
Franco Moyano,6000,67
Anton Salétros,2000,67
Andrei Artean,4000,67
Josh McEachran,6000,67
Remi Matthews,4000,67
João Rodolfo Botelho Maia,4000,67
Ioan Hora,3000,67
David Sena Fernandes Sualehe,3000,67
Anssi Jaakkola,3000,67
Aurelian Chițu,5000,67
Emil Berggreen,4000,67
Iván Calero Ruiz,3000,67
Carlos Fernando Valenzuela,4000,67
Antonio Marin,1000,67
Narcisso Elias Mau de Faria,3000,67
Nick DeLeon,3000,67
Streli Mamba,8000,67
Kristian Thorstvedt,4000,67
Martin S. Ellingsen,3000,67
Matheus Aias Barrozo Rodrigues,3000,67
Jakob Busk,7000,67
Matty Kennedy,3000,67
Adrián Guto Maideira Almeida,4000,67
Raphael Dwamena,4000,67
Sam Baldock,6000,67
Pontus Dahlberg,3000,67
Mike van Duinen,5000,67
Florian Flecker,6000,67
Walter Rodríguez,1000,67
Matty Taylor,5000,67
Jayson Molumby,13000,67
Sergio Akieme Rodríguez,29000,67
Romain Armand,2000,67
Luke Daniels,11000,67
João Victor Lima Ferreira,4000,67
John Marquis,6000,67
Jamal Thiaré,4000,67
Mikael Uhre,8000,67
Michael Mancienne,3000,67
Lynden Gooch,5000,67
Ryan Porteous,2000,67
Jim Allevinah,3000,67
Cristian Vargas,1000,67
Ke Li,7000,67
Mihai Butean,4000,67
Fabián Henríquez,4000,67
Daniel Ojeda Saranova,5000,67
Rico Benatelli,7000,67
Rory McKenzie,3000,67
Lucas Albertengo,5000,67
Niklas Schmidt,8000,67
Nico Neidhart,2000,67
Nayef Aguerd,11000,67
Mauriçio César Clerez Farias,5000,67
Tommy Thompson,2000,67
Fred Onyedinma,5000,67
Maciej Makuszewski,4000,67
Manabu Saito,5000,67
Sandro Lauper,6000,67
Danny Graham,6000,67
Christian Kum,3000,67
Marc Martínez Aranda,2000,67
Kazenga LuaLua,6000,67
Sandy Walsh,5000,67
Axel Maraval,2000,67
Fredrik Haugen,2000,67
Stefan Knežević,5000,67
Aly Keita,1000,67
Xi Wu,7000,67
Pascal Schürpf,6000,67
Leonidas Stergiou,1000,67
Thilo Leugers,1000,67
Rayan Raveloson,3000,67
Dejan Damjanović,3000,67
Patrick Olsen,5000,67
Dong Kyung Lee,3000,67
Alexandru Pascanu,4000,67
Derrick Köhn,3000,67
Edenildo Eloi Lagoas Regalo,3000,67
Mathieu Deplagne,3000,67
Lennart Thy,5000,67
Juan Valencia,9000,67
Sondre Fet,2000,67
Steve Rouiller,6000,67
Sascha Horvath,3000,67
Yanis Rahmani,3000,67
Andreas Kuen,7000,67
Marcel Bär,6000,67
George Corral,3000,67
Luke Thomas,4000,67
Rivaldo Vítor Borba Ferreira Jr.,4000,67
Vasilije Janjičić,4000,67
Merveille Biankadi,8000,67
Luke DeVere,2000,67
Jesper Lauridsen,5000,67
Fausto Vera,4000,67
Fabio Daprelà,3000,67
Joe Ledley,2000,67
Jón Dagur Þorsteinsson,4000,67
Ragnar Ache,8000,67
Mads Juel Andersen,4000,67
Cristian Erbes,5000,67
Ben Brereton,12000,67
Tymoteusz Puchacz,2000,67
Sergio Dutra Júnior,2000,67
Lawrence Ati Zigi,3000,67
Yasushi Endo,4000,67
Erik Palmer-Brown,6000,67
Patrick Schmidt,9000,67
Fernando Beltrán,13000,67
Jérémy Livolant,3000,67
Jean-Kévin Duverne,5000,67
Philipp Huspek,8000,67
Adrian Stoian,5000,67
Joseph Efford,4000,67
Ulrik Yttergård Jenssen,4000,67
Chris Shields,1000,67
Carlos Julio Martínez,3000,67
Vito van Crooij,3000,67
Kekuta Manneh,3000,67
Saeed Al Muwallad,12000,67
Ewerton da Silva Pereira,5000,67
Nuha Marong Krubally,9000,67
Thomas Fontaine,9000,67
Samuel Obeng,4000,67
Paweł Bochniewicz,3000,67
Arne Sicker,1000,67
Raimundo Rebolledo,4000,67
Christian Fernández Salas,4000,67
Stephan Salger,1000,67
Kaoru Mitoma,4000,67
Maximilian Hofmann,9000,67
Nicolás Stefanelli,2000,67
Steve De Ridder,5000,67
Anthony Scaramozzino,1000,67
Saulo Decarli,6000,67
Anas Ouahim,3000,67
Emmanuel Gyasi,8000,67
Jonathan Lewis,3000,67
Robin Scheu,3000,67
Giulio Maggiore,6000,67
Senna Miangue,8000,67
Valery Fernández Estrada,3000,67
Fabrice-Jean Picault,4000,67
Hattan Bahebri,12000,67
Ander Vitoria Agirre,4000,67
Enzo Le Fée,7000,67
Gautier Lloris,2000,67
Fernando Manríquez,1000,67
Gavin Massey,2000,67
Sebastián Cáceres,8000,67
Matías Orihuela,5000,67
Cristo González Pérez,6000,67
Freddie Ladapo,15000,67
Jun Amano,5000,67
Fang Mei,7000,67
Teal Bunbury,3000,67
George Byers,9000,67
David Hubert,5000,67
Liam Kelly,13000,67
Danilo Ortiz,4000,67
Alejandro Sánchez,3000,67
Pedro Henrique Rocha Pelágio,3000,67
Chris Brunt,11000,67
Miguel Jiménez,11000,67
Pablo Bobadilla Sáenz,3000,67
Martin Pospíšil,4000,67
Daam Foulon,4000,67
Jonatan Tollås Nation,2000,67
Neil Kilkenny,3000,67
Romano Schmid,7000,67
Jefferson Duque,2000,67
Anderson Lucoqui,7000,67
Angus MacDonald,13000,67
Felipe Banguero,2000,67
Jiří Skalák,6000,67
Allan Gonçalves Sousa,4000,67
Ryohei Michibuchi,2000,67
Christoph Martschinko,6000,67
Christopher Operi,2000,67
Melvin Bard,9000,67
Derrick Katuku Tshimanga,5000,67
Dener Adão Rolim Leal,4000,67
Yuji Kajikawa,4000,67
Adil Auassar,4000,67
Ionuț Vînă,6000,67
Jan Paul van Hecke,11000,67
Eike Bansen,3000,67
Jamie Jones,2000,67
Henrik Bjørdal,2000,67
Clark Robertson,13000,67
Sokol Çikalleshi,7000,67
Danny Hylton,6000,67
Jonathan Ring,4000,67
Tiago Alexandre de Sousa Esgaio,2000,67
Sai van Wermeskerken,4000,67
Amir Hadžiahmetović,6000,67
Maxim Leitsch,5000,67
Jean-François Gillet,2000,67
Tatsuya Itō,5000,67
Nigel Bertrams,3000,67
Cédric Zesiger,6000,67
Huikang Cai,4000,67
Oliver Burke,11000,67
Eliser Quiñones,2000,67
Azzeddine Doukha,5000,67
Diego Morales,6000,67
Idir Ouali,6000,67
Tobias Kainz,3000,67
Dario Vizinger,6000,67
Oussama Darfalou,7000,67
Welson Emílio Leima Garcia,6000,67
Youssouf Mulumbu,3000,67
Edmond Akichi,2000,67
Gaëtan Weissbeck,2000,67
Maximilian Sax,7000,67
Marcos Peano,2000,67
Houboulang Mendes,8000,67
Martín Ojeda,5000,67
Emanuel Iñíguez,4000,67
Ion Gheorghe,2000,67
Idriss Saadi,11000,67
Nicolaj Thomsen,7000,67
Martin Chudý,2000,67
Gustav Valsvik,3000,67
Daniel Steres,3000,67
Yaw Yeboah,2000,67
Jonathan Panzo,2000,67
Haifeng Ding,5000,67
Craig Bryson,3000,67
Roberto Punčec,3000,67
Kyle McFadzean,13000,67
Julio Cascante,3000,67
Álvaro Ricardo Faustino Gomes,3000,67
Simon Moore,9000,67
Hassane Bandé,5000,67
Pol Valentín Sancho,2000,67
Paul Huntington,9000,67
Nicolás Capaldo,4000,67
Enrique Triverio,8000,67
Neco Williams,11000,67
Adam Nemec,3000,67
Yannick Aguemon,6000,67
Júnior Pius,6000,67
Gustavo Dulanto,3000,67
Lin Gao,6000,67
Naoki Maeda,2000,67
Luís Miguel Coimbra Aurélio,6000,67
Louis Moult,11000,67
Elton Matheus Coengo Barbosa,6000,67
Shane Ferguson,5000,67
Rodrigo Gary Vilca Betetta,9000,67
Abdoulaye Diallo,12000,67
Berkan Emir,8000,67
Silas Gnaka,3000,67
Nicola Ravaglia,5000,67
Leo Osaki,4000,67
Nicolás Hernández,2000,67
José Manuel Silva Oliveira,4000,67
Alejandro Velasco Fariñas,3000,67
Eboue Kouassi,5000,67
Gaëtan Poussin,5000,67
Bruno Daniel Castro Moreira,4000,67
Carlos Fierro,3000,67
Rekeem Harper,18000,67
Dominik Schad,2000,67
Martín Barragán,6000,67
Félix Eboa Eboa,3000,67
Jonathan Rivierez,3000,67
Stephen Quinn,4000,67
Lewie Coyle,3000,67
Jacopo Segre,12000,67
Manuel De Iriondo,3000,67
Adolphe Teikeu,5000,67
Israel Jiménez,5000,67
Nahuel Molina,5000,67
Lucas Tagliapietra,3000,67
Sam Adekugbe,2000,67
Israel Puerto Pineda,3000,67
Matías Pérez García,5000,67
Luis Henrique Tomaz de Lima,5000,67
Hai Yu,4000,67
Ylldren Ibrahimaj,2000,67
Marwane Saadane,9000,67
Philipp Klewin,3000,67
Angel Gomes,6000,67
Jokin Ezkieta Mendiburu,5000,67
Antonio Marchesano,6000,67
Ivan Lakićević,6000,67
Anthony Musaba,10000,67
Ryan Ledson,8000,67
Roberto Canella Suárez,3000,67
Alan Pereira Empereur,8000,67
Mateusz Wdowiak,3000,67
Václav Hladký,6000,67
Bartosz Kopacz,4000,67
Stefan Nutz,5000,67
Mark Birighitti,1000,67
Billy Ketkeophomphone,3000,67
Yasser Al Mosailem,6000,67
Michael Smith,16000,67
Leeroy Owusu,3000,67
Luis Ruiz Sayago,3000,67
Arvydas Novikovas,6000,67
Keidi Bare,3000,67
Žan Majer,12000,67
Jarosław Kubicki,4000,67
Mickaël Tirpan,5000,67
Milan Jevtović,6000,67
Sandro Ingolitsch,6000,67
Wes Harding,11000,67
Rafael António Figueiredo Ramos,2000,67
Alexandru Mateiu,4000,67
Reece Brown,9000,67
Michał Kucharczyk,3000,67
Tom Eaves,4000,67
Nicola Rigoni,2000,67
Kieran Sadlier,14000,67
Sylvain Marveaux,10000,67
Sandi Lovrič,3000,67
Cheng Piao,7000,67
Eder Adolfo Pinhanços Dias,6000,67
Richard Birkheun Rodrigues,2000,67
Michael McGovern,2000,67
Tomás Martins Podstawski,3000,67
Miguel Ibarra,3000,67
William Togui,5000,67
Crislan da Silva de Souza,6000,67
Gabriel Costa,3000,67
Temma Matsuda,2000,67
Leonardo da Silva Lopes,3000,67
Josh Onomah,24000,67
Francis Mac Allister,4000,67
Viljar Vevatne,2000,67
Fraizer Campbell,11000,67
Jukka Raitala,3000,67
Vitaliy Lystsov,12000,67
Lucas Henrique da Silva,3000,67
Junya Tanaka,4000,67
Alex Castro,18000,67
Quentin Lecoeuche,9000,67
Jaume Grau Ciscar,8000,67
Roberto González Bayón,4000,67
Chao Gu,5000,67
Charlie Goode,11000,67
Vurnon Anita,3000,67
Alexander Ludwig,4000,67
Kevin Fickentscher,8000,67
Maximilian Sauer,1000,67
Claudio Sepúlveda,3000,67
Iván Ochoa,7000,67
Fred Marcos Cardouso Pombal,4000,67
Tim Breukers,3000,67
Yann-Erik de Lanlay,2000,67
Miguel Herrera,6000,67
Mauricio Caranta,2000,67
George Boyd,5000,67
Mathias Wittek,7000,67
Alejandro Rodríguez Gorrín,4000,67
Loris Brogno,5000,67
Ewoud Pletinckx,2000,67
Cristian Arango,2000,67
Miquel Parera Pizá,2000,67
Jordan Smith,11000,67
Maximiliano Lugo,1000,67
Ramon Pascal Lundqvist,3000,67
Marco Thiede,5000,67
Anthony Stewart,5000,67
Zakaria Diallo,12000,67
Feiver Mercado,1000,67
Dejan Kerkez,3000,67
Tomáš Petrášek,3000,67
Miquel Nelom,4000,67
Kai Eisele,2000,67
Nils Seufert,7000,67
Felipe Araruna Hoffmann,4000,67
Nicolás Maturana,3000,67
Matteo Lovato,6000,67
Chuks Aneke,4000,67
Caniggia Elva,3000,67
Felix Luckeneder,3000,67
Mallik Wilks,3000,67
Ke Shi,4000,67
Bjørn Paulsen,3000,67
Laurent Henkinet,4000,67
Andrija Pavlović,8000,67
Matheus Rossetto,3000,67
Shinya Yajima,5000,67
Lin Dai,6000,67
Patrick Hoban,2000,67
Leon Clarke,3000,67
Jeffry Fortes,4000,67
Kazuki Kozuka,2000,67
Giuseppe Mastinu,8000,67
Rui Jorge Farto Correia,4000,67
Markus Ballmert,1000,67
Frédéric Brillant,2000,67
Ban Suk Oh,4000,67
Ko Matsubara,4000,67
Gaëtan Coucke,2000,67
Luca Orellano,5000,67
Robert Herrmann,6000,67
Juan Daniel Roa,1000,67
Ricardo Luís Chaby Mangas,3000,67
Jimmy Dunne,13000,67
Frederik Tingager,5000,67
Luke O'Nien,5000,67
Deni Alar,11000,67
Jann George,5000,67
Jeff Attinella,2000,67
Gustavo Patrick Pastor Pombo,10000,67
Maximilian Beister,4000,67
Petr Schwarz,3000,67
Philipp Hosiner,4000,67
Burak Süleyman,8000,67
Oriol Busquets Mas,24000,67
Heitor Edvaldo Mutto Heck,9000,67
Matías Pellegrini,2000,67
Marcello Gazzola,7000,67
Christian Schwegler,4000,67
Andy Polo,3000,67
Hiroki Fujiharu,5000,67
Toshiyuki Takagi,3000,67
Mo Eisa,5000,67
Andreaw Gravillon,20000,67
Callum O'Hare,12000,67
Ryan Hedges,3000,67
Glenn Whelan,3000,67
Kenyu Sugimoto,5000,67
Joe Edwards,5000,67
Oleksiy Dytyatev,4000,67
Joseph Lopy,3000,67
Sam Gallagher,14000,67
Bruno Miguel Carvalho Andrade,7000,67
Jonathan Buatu Mananga,5000,67
Rômulo Roberto Selva Esser,9000,67
Tommaso Pobega,5000,67
Sofiane Diop,11000,67
Shuai Li,5000,67
Ola Brynhildsen,2000,67
Joe Abrigo,1000,67
Abdul Mumin,3000,67
Adrien Monfray,3000,67
Yoël Armougom,2000,67
Jamie Allen,14000,67
Kengo Kitazume,4000,67
Giorgi Aburjania,4000,67
Lawrence Shankland,3000,67
Josh Earl,6000,67
Adriano Davi Junqueiras Duarte,9000,67
Danny Andrew,4000,67
Salim Khelifi,6000,67
Chris Cadden,2000,67
David Mitov Nilsson,2000,67
Julien Fabri,2000,67
Pablo Clavería Herraíz,3000,67
Marko Ilic,3000,67
Maryan Shved,16000,67
Josep Señé Escudero,4000,67
Maurice Multhaup,5000,67
Antonio Romero Boza,3000,67
Jefferson Nogueira Junior,5000,67
Felix Beijmo,2000,67
Christophe Lepoint,4000,67
Tyrese Campbell,8000,67
Johan Martial,2000,67
Derrick Jones,2000,67
Niklas Castro,2000,67
Akim Zedadka,2000,67
Sheldon Bateau,5000,67
Ulises Cardona,4000,67
Mario Maloča,4000,67
Agustín Almendra,4000,67
Horacio Tijanovich,5000,67
Perry Ng,3000,67
Chris Maguire,6000,67
Gakuto Notsuda,5000,67
Federico Bonazzoli,6000,67
Hussain Al Moqahwi,12000,67
Kemal Ademi,18000,67
Niko Hämäläinen,3000,67
David Ramírez,7000,67
Sebastian Ernst,4000,67
Andrea Favilli,6000,67
Dávid Ivan,2000,67
Franco Russo,3000,67
Marius Martac,2000,67
Jason Steele,13000,67
Alexander Jeremejeff,4000,67
James Norwood,6000,67
Adrián Cuevas Algeciras,4000,67
Naomichi Ueda,4000,67
Raymon Gaddis,3000,67
Daniel Romera Andújar,3000,67
Rafik Zekhnini,15000,67
James Troisi,2000,67
Andreas Lienhart,3000,67
Yushi Hasegawa,1000,67
Chengdong Zhang,5000,67
Johan Kappelhof,3000,67
Thomas Ebner,7000,67
Rei Matsumoto,2000,67
Jack Rodwell,11000,67
Agustín Rogel,2000,67
Stefan Thesker,7000,67
Dylan Bahamboula,5000,67
Harisson Marcelin,10000,67
Kosei Shibasaki,3000,67
Samba Camara,6000,67
Chris Martin,15000,67
Paul Coutts,4000,67
Ben Purrington,3000,67
Frederic Ananou,6000,67
Alfonso Luna,4000,67
Claudio Ever Silbeiro Martins,5000,67
Kazuaki Mawatari,5000,67
Linus Wahlqvist,2000,67
Kik Pierie,3000,67
Fco. Javier Atienza Valverde,4000,67
Shun Nagasawa,2000,67
Jorge Fellipe Oliveira Figueiró,3000,67
Kazuki Fukai,2000,67
Adil Aouchiche,1000,67
Roberto Ramírez,2000,67
Víctor Dávila,6000,67
Manuel Fuster Lázaro,3000,67
Gang Wang,6000,67
Carlo Holse,2000,67
Etienne Amenyido,5000,67
Alessandro Tuia,6000,67
Kazunari Ichimi,5000,67
Sauli Väisänen,1000,67
Tom Weilandt,7000,67
Yukiya Sugita,2000,67
Takuma Arano,3000,67
Keanu Staude,6000,67
Jordan Silva,7000,67
Tobias Sana,2000,67
Eduard Campabadal Claros,3000,67
Rayan Cherki,2000,67
Funso Ojo,3000,67
Albert Bunjaku,2000,67
Jalil Anibaba,3000,67
Rafael Simão de Aseiro Vieira,4000,67
Danny Wilson,3000,67
Chris Maxwell,3000,67
Leonel López,5000,67
Leandro Fabiano Pestanha Días,4000,67
Julien Dacosta,11000,67
Bram Castro,2000,67
Pablo Trigueros Estrada,3000,67
Juan Carlos Espinoza,1000,67
Danny Fox,2000,67
Mike Wunderlich,2000,67
Liam Grimshaw,3000,67
Carlos Sierra,1000,67
Carlos Ruiz Aránega,2000,67
Rémy Descamps,3000,67
Simon Olsson,2000,67
Drew Moor,2000,67
Diego Garcia,5000,67
Nathan Thompson,5000,67
Bruno Godeau,7000,67
Dardo Miloc,6000,67
Clint Leemans,3000,67
Rene Swete,3000,67
Emmanuel Iyoha,9000,67
Nicky Adams,4000,67
Takahiro Sekine,5000,67
Stefano Callegari,4000,67
Eneko Satrústegui Plano,3000,67
Dominik Baumgartner,5000,67
Miloš Pantović,6000,67
Tomoya Inukai,3000,67
Diego Moreno,3000,67
Mohamed Daramy,2000,67
Álex Aizpuru Aizbitarte,4000,67
César Munder,4000,67
Adaílton dos Santos da Silva,5000,67
Guillem Molina Gutiérrez,7000,67
Bobby Wood,6000,67
Andrés Tomás Prieto Albert,5000,67
Dominic Ball,3000,67
Greg Garza,3000,67
Antônio Carlos Cunha Capocasali Jr,3000,67
Jonathan Bornstein,2000,67
Craig Noone,5000,67
Dennis Kempe,3000,67
Mario Rondón,6000,67
Christian Klem,3000,67
Lewis MacLeod,5000,67
Enzio Leandro Julião Morrinhos,5000,67
Gonzalo Caicedo Verdú,6000,67
Andrei Chindriș,3000,67
Christian Doidge,4000,67
Petar Golubović,5000,67
Hekuran Kryeziu,5000,67
Matt Crooks,14000,67
